flowers102/train/21/image_06781.jpg,train,image_06781.jpg,21
flowers102/train/52/image_04167.jpg,train,image_04167.jpg,52
flowers102/train/12/image_04045.jpg,train,image_04045.jpg,12
flowers102/train/50/image_06549.jpg,train,image_06549.jpg,50
flowers102/train/63/image_05881.jpg,train,image_05881.jpg,63
flowers102/train/42/image_05718.jpg,train,image_05718.jpg,42
flowers102/train/67/image_08078.jpg,train,image_08078.jpg,67
flowers102/train/89/image_00737.jpg,train,image_00737.jpg,89
flowers102/train/30/image_03489.jpg,train,image_03489.jpg,30
flowers102/train/5/image_05187.jpg,train,image_05187.jpg,5
flowers102/train/37/image_03783.jpg,train,image_03783.jpg,37
flowers102/train/23/image_03446.jpg,train,image_03446.jpg,23
flowers102/train/99/image_08064.jpg,train,image_08064.jpg,99
flowers102/train/40/image_04582.jpg,train,image_04582.jpg,40
flowers102/train/8/image_03315.jpg,train,image_03315.jpg,8
flowers102/train/88/image_00487.jpg,train,image_00487.jpg,88
flowers102/train/29/image_04127.jpg,train,image_04127.jpg,29
flowers102/train/57/image_07247.jpg,train,image_07247.jpg,57
flowers102/train/34/image_06936.jpg,train,image_06936.jpg,34
flowers102/train/17/image_03864.jpg,train,image_03864.jpg,17
flowers102/train/14/image_06058.jpg,train,image_06058.jpg,14
flowers102/train/55/image_04758.jpg,train,image_04758.jpg,55
flowers102/train/59/image_05066.jpg,train,image_05066.jpg,59
flowers102/train/28/image_05234.jpg,train,image_05234.jpg,28
flowers102/train/78/image_01832.jpg,train,image_01832.jpg,78
flowers102/train/62/image_08166.jpg,train,image_08166.jpg,62
flowers102/train/15/image_06368.jpg,train,image_06368.jpg,15
flowers102/train/54/image_05419.jpg,train,image_05419.jpg,54
flowers102/train/46/image_01142.jpg,train,image_01142.jpg,46
flowers102/train/49/image_06233.jpg,train,image_06233.jpg,49
flowers102/train/6/image_07169.jpg,train,image_07169.jpg,6
flowers102/train/33/image_06459.jpg,train,image_06459.jpg,33
flowers102/train/75/image_02184.jpg,train,image_02184.jpg,75
flowers102/train/26/image_06517.jpg,train,image_06517.jpg,26
flowers102/train/38/image_05828.jpg,train,image_05828.jpg,38
flowers102/train/35/image_06973.jpg,train,image_06973.jpg,35
flowers102/train/69/image_05994.jpg,train,image_05994.jpg,69
flowers102/train/24/image_08048.jpg,train,image_08048.jpg,24
flowers102/train/45/image_07156.jpg,train,image_07156.jpg,45
flowers102/train/102/image_08026.jpg,train,image_08026.jpg,102
flowers102/train/31/image_08075.jpg,train,image_08075.jpg,31
flowers102/train/19/image_06169.jpg,train,image_06169.jpg,19
flowers102/train/27/image_06861.jpg,train,image_06861.jpg,27
flowers102/train/22/image_05367.jpg,train,image_05367.jpg,22
flowers102/train/98/image_07790.jpg,train,image_07790.jpg,98
flowers102/train/10/image_07098.jpg,train,image_07098.jpg,10
flowers102/train/58/image_02643.jpg,train,image_02643.jpg,58
flowers102/train/68/image_05916.jpg,train,image_05916.jpg,68
flowers102/train/90/image_04475.jpg,train,image_04475.jpg,90
flowers102/train/101/image_07954.jpg,train,image_07954.jpg,101
flowers102/train/53/image_03730.jpg,train,image_03730.jpg,53
flowers102/train/25/image_06592.jpg,train,image_06592.jpg,25
flowers102/train/85/image_04772.jpg,train,image_04772.jpg,85
flowers102/train/70/image_05309.jpg,train,image_05309.jpg,70
flowers102/train/7/image_07229.jpg,train,image_07229.jpg,7
flowers102/train/36/image_04327.jpg,train,image_04327.jpg,36
flowers102/train/51/image_01456.jpg,train,image_01456.jpg,51
flowers102/train/41/image_02191.jpg,train,image_02191.jpg,41
flowers102/train/83/image_01759.jpg,train,image_01759.jpg,83
flowers102/train/39/image_07026.jpg,train,image_07026.jpg,39
flowers102/train/64/image_06118.jpg,train,image_06118.jpg,64
flowers102/train/79/image_06699.jpg,train,image_06699.jpg,79
flowers102/train/91/image_04851.jpg,train,image_04851.jpg,91
flowers102/train/86/image_02916.jpg,train,image_02916.jpg,86
flowers102/train/13/image_05786.jpg,train,image_05786.jpg,13
flowers102/train/71/image_04524.jpg,train,image_04524.jpg,71
flowers102/train/43/image_02420.jpg,train,image_02420.jpg,43
flowers102/train/2/image_05124.jpg,train,image_05124.jpg,2
flowers102/train/44/image_01534.jpg,train,image_01534.jpg,44
flowers102/train/92/image_03080.jpg,train,image_03080.jpg,92
flowers102/train/96/image_07630.jpg,train,image_07630.jpg,96
flowers102/train/73/image_00297.jpg,train,image_00297.jpg,73
flowers102/train/9/image_06430.jpg,train,image_06430.jpg,9
flowers102/train/48/image_04625.jpg,train,image_04625.jpg,48
flowers102/train/18/image_04297.jpg,train,image_04297.jpg,18
flowers102/train/66/image_05571.jpg,train,image_05571.jpg,66
flowers102/train/60/image_02949.jpg,train,image_02949.jpg,60
flowers102/train/74/image_01221.jpg,train,image_01221.jpg,74
flowers102/train/93/image_06040.jpg,train,image_06040.jpg,93
flowers102/train/77/image_00116.jpg,train,image_00116.jpg,77
flowers102/train/94/image_07389.jpg,train,image_07389.jpg,94
flowers102/train/47/image_05000.jpg,train,image_05000.jpg,47
flowers102/train/80/image_01987.jpg,train,image_01987.jpg,80
flowers102/train/11/image_03102.jpg,train,image_03102.jpg,11
flowers102/train/84/image_02554.jpg,train,image_02554.jpg,84
flowers102/train/97/image_07690.jpg,train,image_07690.jpg,97
flowers102/train/72/image_03612.jpg,train,image_03612.jpg,72
flowers102/train/32/image_05609.jpg,train,image_05609.jpg,32
flowers102/train/87/image_05491.jpg,train,image_05491.jpg,87
flowers102/train/81/image_00864.jpg,train,image_00864.jpg,81
flowers102/train/16/image_06667.jpg,train,image_06667.jpg,16
flowers102/train/56/image_02812.jpg,train,image_02812.jpg,56
flowers102/train/4/image_05653.jpg,train,image_05653.jpg,4
flowers102/train/1/image_06744.jpg,train,image_06744.jpg,1
flowers102/train/65/image_03237.jpg,train,image_03237.jpg,65
flowers102/train/100/image_07930.jpg,train,image_07930.jpg,100
flowers102/train/20/image_04925.jpg,train,image_04925.jpg,20
flowers102/train/82/image_01690.jpg,train,image_01690.jpg,82
flowers102/train/76/image_02485.jpg,train,image_02485.jpg,76
flowers102/train/3/image_06651.jpg,train,image_06651.jpg,3
flowers102/train/61/image_06261.jpg,train,image_06261.jpg,61
flowers102/train/95/image_07570.jpg,train,image_07570.jpg,95
